TotalSteps,Calories,SedentaryMinutes,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes
6238,2796,1138,4.71999979,4.71999979,0,0,0,4.71999979,0,0,0,302
0,2664,1407,0,0,0,0,0,0,0,33,0,0
5896,2703,1182,4.460000038,4.460000038,0,0,0,4.460000038,0,0,0,258
7802,2771,1180,5.900000095,5.900000095,0,0.680000007,0.180000007,5.03000021,0.01,8,3,249
0,2060,1440,0,0,0,0,0,0,0,0,0,0
5565,2743,1153,4.210000038,4.210000038,0,0,0,4.179999828,0.029999999,0,0,287
5731,2687,1185,4.329999924,4.329999924,0,0,0,4.329999924,0,0,0,255
0,2060,1440,0,0,0,0,0,0,0,0,0,0
6744,2843,1116,5.099999905,5.099999905,0,0,0,5.090000153,0.01,0,0,324
9837,3327,1055,7.440000057,7.440000057,0,0.660000026,2.75,4,0.02,8,95,282
6781,2725,1172,5.130000114,5.130000114,0,0,0,5.110000134,0.02,0,0,268
6047,2671,1200,4.570000172,4.570000172,0,0,0,4.570000172,0,0,0,240
5832,2718,1168,4.409999847,4.409999847,0,0,0,4.400000095,0.01,0,0,272
6339,2682,1201,4.789999962,4.789999962,0,0,0,4.789999962,0,0,0,239
6116,2806,1135,4.619999886,4.619999886,0,0,0,4.590000153,0.029999999,0,0,305
5510,2613,1213,4.170000076,4.170000076,0,0,0,4.159999847,0,0,0,227
7706,2712,1189,5.829999924,5.829999924,0,0,0,5.820000172,0,0,0,251
6277,2175,800,4.75,4.75,0,0,0,4.730000019,0.02,0,0,264
0,0,1440,0,0,0,0,0,0,0,0,0,0
0,1841,1440,0,0,0,0,0,0,0,0,0,0
4053,2400,1053,2.910000086,2.910000086,0,1.110000014,0.579999983,1.220000029,0,17,18,85
5162,2507,863,3.700000048,3.700000048,0,0.870000005,0.860000014,1.970000029,0,14,24,105
1282,2127,976,0.920000017,0.920000017,0,0,0,0.920000017,0,0,0,58
4732,2225,1377,3.390000105,3.390000105,0,2.519999981,0.810000002,0.059999999,0,36,18,9
2497,2067,1392,1.789999962,1.789999962,0,0.349999994,1.129999995,0.310000002,0,5,24,19
8294,2798,1233,5.949999809,5.949999809,0,2,0.769999981,3.170000076,0,30,31,146
0,1841,1440,0,0,0,0,0,0,0,0,0,0
10771,3727,1079,7.71999979,7.71999979,0,3.769999981,1.74000001,2.220000029,0,70,113,178
0,1841,1440,0,0,0,0,0,0,0,0,0,0
637,1922,1420,0.460000008,0.460000008,0,0,0,0.460000008,0,0,0,20
0,1841,1440,0,0,0,0,0,0,0,0,0,0
2153,2053,1400,1.539999962,1.539999962,0,0.769999981,0.620000005,0.150000006,0,11,18,11
6474,2484,1302,4.639999866,4.639999866,0,2.269999981,0.460000008,1.899999976,0,33,13,92
7091,2584,1321,5.269999981,5.269999981,1.959596038,3.480000019,0.870000005,0.730000019,0,42,30,47
0,1841,1440,0,0,0,0,0,0,0,0,0,0
703,1993,1410,0.5,0.5,0,0.059999999,0.200000003,0.239999995,0,2,13,15
0,1841,1440,0,0,0,0,0,0,0,0,0,0
2503,2280,1344,1.789999962,1.789999962,0,0.159999996,0.159999996,1.480000019,0,3,9,84
2487,2319,1347,1.779999971,1.779999971,0,0.479999989,0.620000005,0.680000007,0,9,34,50
0,1841,1440,0,0,0,0,0,0,0,0,0,0
9,1843,1439,0.01,0.01,0,0,0,0.01,0,0,0,1
0,1841,1440,0,0,0,0,0,0,0,0,0,0
0,1841,1440,0,0,0,0,0,0,0,0,0,0
4697,2496,1318,3.369999886,3.369999886,0,0.469999999,0.930000007,1.929999948,0,12,35,75
1967,1032,551,1.409999967,1.409999967,0,0.129999995,0.239999995,1.049999952,0,2,5,49
10199,1994,796,6.739999771,6.739999771,0,3.400000095,0.829999983,2.50999999,0,50,14,189
5652,1718,548,3.74000001,3.74000001,0,0.569999993,1.210000038,1.960000038,0,8,24,142
1551,1466,862,1.029999971,1.029999971,0,0,0,1.029999971,0,0,0,86
5563,1756,837,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,217
13217,2173,741,8.739999771,8.739999771,0,3.660000086,0.189999998,4.880000114,0,50,3,280
10145,2027,634,6.710000038,6.710000038,0,0.330000013,0.680000007,5.690000057,0,5,13,295
11404,2039,689,7.539999962,7.539999962,0,0.829999983,2.390000105,4.320000172,0,13,42,238
10742,2046,659,7.099999905,7.099999905,0,2.099999905,2.130000114,2.869999886,0,35,41,195
13928,2174,639,9.550000191,9.550000191,0,4.28000021,0.189999998,5.090000153,0,48,4,297
11835,2179,708,9.710000038,7.880000114,4.081692219,3.99000001,2.099999905,3.50999999,0.109999999,53,27,214
10725,2086,659,7.090000153,7.090000153,0,1.769999981,1.549999952,3.769999981,0,30,33,240
20031,2571,484,13.23999977,13.23999977,0,4.199999809,2,7.039999962,0,58,41,347
5029,1705,720,3.319999933,3.319999933,0,0,0,3.319999933,0,0,0,199
13239,2194,637,9.270000458,9.079999924,2.785175085,3.019999981,1.679999948,4.460000038,0.100000001,35,31,282
10433,2012,680,6.900000095,6.900000095,0,2.579999924,0.419999987,3.900000095,0,36,7,254
10320,2034,697,6.820000172,6.820000172,0,0.550000012,2.019999981,4.25,0,7,38,279
12627,2182,621,8.350000381,8.350000381,0,2.50999999,0.239999995,5.590000153,0,38,8,288
10762,2254,645,7.110000134,7.110000134,0,0.819999993,0.479999989,5.809999943,0,12,15,369
10081,2002,731,6.659999847,6.659999847,0,2.24000001,0.75999999,3.670000076,0,32,16,237
5454,1740,722,3.609999895,3.609999895,0,0,0,3.609999895,0,0,0,215
12912,2162,655,8.539999962,8.539999962,0,1.200000048,2,5.340000153,0,18,39,313
12109,2072,654,8.119999886,8.119999886,0,1.74000001,2.039999962,4.329999924,0,21,36,267
10147,2086,683,6.710000038,6.710000038,0,0.469999999,1.679999948,4.550000191,0,15,36,284
10524,2066,591,6.960000038,6.960000038,0,0.99000001,1.159999967,4.809999943,0,14,22,305
5908,1850,717,3.910000086,3.910000086,0,0,0,3.910000086,0,0,0,299
6815,1947,745,4.5,4.5,0,0,0,4.5,0,0,0,328
4188,1659,709,2.769999981,2.769999981,0,0,0.519999981,2.25,0,0,14,151
12342,2105,607,8.720000267,8.680000305,3.167821884,3.900000095,1.179999948,3.650000095,0,43,21,231
15448,2361,626,10.21000004,10.21000004,0,3.470000029,1.75,4.989999771,0,62,34,275
6722,1855,709,4.440000057,4.440000057,0,1.49000001,0.310000002,2.650000095,0,24,7,199
3587,928,127,2.369999886,2.369999886,0,0,0.25,2.109999895,0,0,8,105
14172,2937,1024,10.28999996,9.479999542,4.869782925,4.5,0.379999995,5.409999847,0,53,8,355
12862,2742,1101,9.649999619,8.600000381,4.851306915,4.610000134,0.560000002,4.480000019,0,56,22,261
11179,2668,1096,8.239999771,7.480000019,3.285414934,2.950000048,0.340000004,4.960000038,0,34,6,304
5273,2098,1238,3.529999971,3.529999971,0,0,0,3.529999971,0,0,0,202
4631,2076,1155,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,203
8059,2383,1135,5.389999866,5.389999866,0,0,0,5.389999866,0,0,0,305
14816,2832,1077,10.97999954,9.909999847,4.930550098,3.789999962,2.119999886,5.050000191,0.02,48,31,284
14194,2812,1066,10.47999954,9.5,4.94214201,4.409999847,0.75999999,5.309999943,0,53,17,304
15566,3096,1000,11.31000042,10.40999985,4.924840927,4.789999962,0.670000017,5.860000134,0,60,33,347
13744,2763,1049,9.18999958,9.18999958,0,2.150000095,1.870000005,5.170000076,0,30,34,327
15299,2889,1065,10.23999977,10.23999977,0,4.099999905,1.75999999,4.369999886,0,64,50,261
8093,2284,1190,5.409999847,5.409999847,0,0.129999995,1.129999995,4.150000095,0,2,25,223
11085,2667,1021,7.420000076,7.420000076,0,0,0,7.420000076,0,0,0,419
18229,3055,986,13.34000015,12.19999981,4.861792088,4.309999943,1.370000005,7.670000076,0,51,24,379
15090,2939,978,10.10000038,10.10000038,0,0.930000007,0.939999998,8.229999542,0,16,22,424
13541,2830,1041,10.22000027,9.06000042,4.885604858,4.269999981,0.660000026,5.289999962,0,50,12,337
15128,2836,1007,10.11999989,10.11999989,0,1.090000033,0.769999981,8.260000229,0,16,16,401
20067,3180,961,14.30000019,13.42000008,4.911146164,4.309999943,2.049999952,7.949999809,0,55,42,382
3761,2051,1240,2.519999981,2.519999981,0,0,0,2.519999981,0,0,0,200
5600,2225,1142,3.75,3.75,0,0,0,3.75,0,0,0,237
13041,2642,1112,9.180000305,8.720000267,2.832325935,4.639999866,0.699999988,3.829999924,0,64,14,250
14510,2976,1021,10.86999989,9.710000038,4.912367821,4.480000019,1.019999981,5.360000134,0,58,31,330
0,1557,1440,0,0,0,0,0,0,0,0,0,0
15010,2933,1047,11.10000038,10.03999996,4.878232002,4.329999924,1.289999962,5.480000019,0,53,23,317
11459,2553,1136,7.670000076,7.670000076,0,3,0.810000002,3.859999895,0,44,13,247
0,120,111,0,0,0,0,0,0,0,0,0,0
11317,2772,745,8.409999847,8.409999847,0,5.269999981,0.150000006,2.970000029,0,59,6,153
5813,2516,744,3.619999886,3.619999886,0,0.560000002,0.209999993,2.839999914,0,31,26,155
9123,2734,787,6.119999886,6.119999886,0,2.029999971,0.330000013,3.660000086,0,35,32,189
8585,2395,864,5.670000076,5.670000076,0,2.039999962,1.110000014,2.529999971,0,30,21,139
31,1635,1437,0.01,0.01,0,0,0,0.01,0,0,0,3
0,1629,1440,0,0,0,0,0,0,0,0,0,0
9827,2743,1136,6.710000038,6.710000038,0,3.170000076,1.220000029,2.309999943,0,61,51,114
10688,2944,671,7.289999962,7.289999962,0,3.529999971,1.230000019,2.50999999,0,67,69,124
14365,2997,797,10.64000034,10.64000034,0,7.639999866,0.449999988,2.539999962,0,87,13,145
9469,2463,758,6.179999828,6.179999828,0,1.360000014,0.300000012,4.510000229,0,19,6,206
9753,2846,762,6.53000021,6.53000021,0,2.869999886,0.970000029,2.670000076,0,58,59,153
2817,1965,1350,1.809999943,1.809999943,0,0,0,1.799999952,0,0,0,90
3520,2049,566,2.160000086,2.160000086,0,0,0,2.150000095,0,0,0,125
10091,2752,706,6.820000172,6.820000172,0,3.75,0.699999988,2.369999886,0,69,39,129
10387,2781,726,7.070000172,7.070000172,0,4.159999847,0.769999981,2.119999886,0,70,33,132
11107,2693,829,8.340000153,8.340000153,0,5.630000114,0.180000007,2.529999971,0,55,6,145
11584,2862,810,7.800000191,7.800000191,0,2.789999962,1.639999986,3.359999895,0,54,48,161
7881,2616,1198,4.949999809,4.949999809,0,0.49000001,0.449999988,4,0,24,36,182
14560,2995,584,9.409999847,9.409999847,0,3.119999886,1.039999962,5.239999771,0,42,17,308
12390,2730,685,8.069999695,8.069999695,0,2.299999952,0.899999976,4.849999905,0,30,15,258
10052,2754,737,6.809999943,6.809999943,0,3.480000019,0.660000026,2.660000086,0,66,26,139
10288,2754,761,6.760000229,6.760000229,0,2.74000001,0.850000024,3.160000086,0,57,36,152
10988,2655,843,8.31000042,8.31000042,0,5.28000021,0.119999997,2.900000095,0,45,12,135
8564,2386,1253,5.599999905,5.599999905,0,1.779999971,0.829999983,2.950000048,0,24,14,149
12461,2924,834,8.380000114,8.380000114,0,3.819999933,1.429999948,3.119999886,0,84,35,154
12827,2739,621,8.479999542,8.479999542,0,1.460000038,2.329999924,4.679999828,0,20,42,209
10677,2534,695,7.099999905,7.099999905,0,2.309999943,1.529999971,3.25,0,32,27,147
13566,2960,743,9.109999657,9.109999657,0,4.260000229,1.710000038,3.119999886,0,67,50,171
14433,2800,1182,10.78999996,10.78999996,0,7.110000134,1.200000048,2.450000048,0,72,23,106
9572,2735,757,6.519999981,6.519999981,0,2.890000105,1.389999986,2.230000019,0,57,40,128
3789,1199,343,2.559999943,2.559999943,0,0.379999995,0.270000011,1.889999986,0,5,4,58
18060,3186,1193,14.11999989,14.11999989,0,11.64000034,0.389999986,2.099999905,0,116,8,123
16433,3140,1177,13.35000038,13.35000038,0,10.43000031,0.469999999,2.450000048,0,95,12,156
20159,3411,1123,15.97000027,15.97000027,0,12.34000015,0.209999993,3.359999895,0,119,5,193
20669,3410,1142,16.23999977,16.23999977,0,13.26000023,0.389999986,2.589999914,0,132,8,158
14549,2867,1255,11.10999966,11.10999966,0,9.359999657,0.270000011,1.49000001,0,96,6,83
18827,3213,1113,13.68999958,13.68999958,0,9.239999771,0.800000012,3.640000105,0,111,21,195
17076,3133,1137,12.65999985,12.65999985,0,9.079999924,0.230000004,3.349999905,0,102,6,195
15929,3114,1152,12.47999954,12.47999954,0,9.220000267,0.310000002,2.950000048,0,90,7,191
15108,3043,695,12.18999958,12.18999958,0,9.579999924,0.230000004,2.380000114,0,89,5,158
16057,3103,1164,12.51000023,12.51000023,0,9.670000076,0.25,2.579999924,0,100,6,170
10520,2655,1260,8.289999962,8.289999962,0,6.260000229,0.150000006,1.879999995,0,60,3,117
22359,3554,741,17.19000053,17.19000053,0,12.53999996,0.629999995,4.019999981,0,125,14,223
22988,3577,1096,17.95000076,17.95000076,0,13.13000011,1.549999952,3.25999999,0,129,33,182
20500,3403,1104,15.68999958,15.68999958,0,11.36999989,0.460000008,3.859999895,0,118,9,209
12685,2846,1182,9.619999886,9.619999886,0,6.309999943,0.200000003,3.099999905,0,68,5,185
12422,2852,1187,9.819999695,9.819999695,0,6.460000038,0.430000007,2.930000067,0,60,10,183
15447,3062,1188,12.39999962,12.39999962,0,9.670000076,0.389999986,2.349999905,0,90,9,153
12315,2794,1215,9.649999619,9.649999619,0,6.170000076,0.310000002,3.170000076,0,58,8,159
7135,2408,1281,5.590000153,5.590000153,0,2.99000001,0.059999999,2.539999962,0,27,1,131
1170,1886,1389,0.850000024,0.850000024,0,0,0,0.850000024,0,0,0,51
1969,1988,1345,1.429999948,1.429999948,0,0,0,1.429999948,0,0,0,95
15484,3023,1166,11.89999962,11.89999962,0,8.390000343,0.930000007,2.589999914,0,87,22,165
14581,2918,1220,11.14999962,11.14999962,0,8.819999695,0.400000006,1.909999967,0,89,8,123
14990,2950,1208,11.51000023,11.51000023,0,8.850000381,0.449999988,2.210000038,0,93,9,130
13953,2859,1245,11,11,0,9.100000381,0.689999998,1.210000038,0,90,15,90
19769,3331,1076,15.67000008,15.67000008,0,12.43999958,0.879999995,2.349999905,0,121,20,148
22026,3589,1073,17.64999962,17.64999962,0,13.39999962,0.589999974,3.660000086,0,125,14,228
12465,2765,1214,9.380000114,9.380000114,0,6.119999886,0.569999993,2.690000057,0,66,12,148
14810,2926,1219,11.35999966,11.35999966,0,9.090000153,0.419999987,1.850000024,0,96,10,115
12209,2809,1189,9.399999619,9.399999619,0,6.079999924,0.280000001,3.039999962,0,60,7,184
4998,1505,839,3.910000086,3.910000086,0,2.950000048,0.200000003,0.75999999,0,28,4,39
9033,2044,1244,7.159999847,7.159999847,0,5.429999828,0.140000001,1.590000033,0,40,2,154
8053,1935,1298,6.099999905,6.099999905,0,4.170000076,0.629999995,1.309999943,0,35,11,96
5234,1705,1362,3.460000038,3.460000038,0,1.929999948,0.99000001,0.540000021,0,29,16,33
2672,1632,1335,1.769999981,1.769999981,0,0,0,1.75999999,0,0,0,105
9256,1880,1268,6.139999866,6.139999866,0,0.430000007,3.269999981,2.450000048,0,6,51,115
10204,2112,1237,7.909999847,7.909999847,0,5.429999828,0.150000006,2.329999924,0,41,5,157
5151,1829,1278,3.480000019,3.480000019,0,1.039999962,0.629999995,1.799999952,0,16,16,130
4212,1763,1276,2.779999971,2.779999971,0,0,0,2.779999971,0,0,0,164
6466,1931,1201,4.269999981,4.269999981,0,0.330000013,0.819999993,3.109999895,0.01,5,18,216
11268,2218,1199,8.56000042,8.56000042,0,5.880000114,0.930000007,1.75,0,49,20,172
2824,1651,1320,1.870000005,1.870000005,0,0,0,1.870000005,0,0,0,120
9282,2132,1193,6.260000229,6.260000229,0,2.089999914,1.039999962,3.130000114,0,30,26,191
8905,1976,1313,7.130000114,7.130000114,0,5.599999905,0.189999998,1.340000033,0,41,4,82
6829,1909,1261,4.510000229,4.510000229,0,0.360000014,2.390000105,1.769999981,0,7,54,118
4562,1813,1299,3.039999962,3.039999962,0,1.179999948,0.49000001,1.370000005,0,19,14,108
10232,2008,1286,8.180000305,8.180000305,0,6.239999771,0.230000004,1.700000048,0,45,5,104
2718,1580,1393,1.799999952,1.799999952,0,0.670000017,0.779999971,0.340000004,0,11,16,20
6260,1854,1257,4.260000229,4.260000229,0,1.289999962,0.540000021,2.400000095,0,16,14,136
0,0,1440,0,0,0,0,0,0,0,0,0,0
7626,3635,723,6.050000191,6.050000191,2.253081083,0.829999983,0.709999979,4.5,0,65,15,156
12386,4079,680,9.819999695,9.819999695,2.092147112,4.960000038,0.649999976,4.210000038,0,116,14,169
13318,4163,699,10.56000042,10.56000042,2.253081083,5.619999886,1.029999971,3.910000086,0,123,21,174
14461,3666,729,11.47000027,11.47000027,0,4.909999847,1.149999976,5.409999847,0,60,23,190
11207,3363,563,8.890000343,8.890000343,0,5.369999886,1.070000052,2.440000057,0,64,21,142
2132,2572,599,1.690000057,1.690000057,0,0,0,1.690000057,0,0,0,93
13630,4157,720,10.81000042,10.81000042,2.092147112,5.050000191,0.560000002,5.199999809,0,117,10,174
13070,4092,737,10.35999966,10.35999966,2.253081083,5.300000191,0.879999995,4.179999828,0,120,19,154
9388,3787,763,7.440000057,7.440000057,2.092147112,2.230000019,0.439999998,4.78000021,0,82,8,169
15148,4236,677,12.01000023,12.01000023,2.253081083,6.900000095,0.819999993,4.289999962,0,137,16,145
12200,4044,769,9.670000076,9.670000076,2.092147112,4.909999847,0.589999974,4.179999828,0,113,12,159
5709,2908,740,4.53000021,4.53000021,0,1.519999981,0.519999981,2.480000019,0,19,10,136
3703,2741,734,2.940000057,2.940000057,0,0,0,2.940000057,0,0,0,135
12405,4005,692,9.840000153,9.840000153,2.092147112,5.050000191,0.870000005,3.920000076,0,117,16,141
16208,3763,593,12.85000038,12.85000038,0,7.510000229,0.920000017,4.420000076,0,90,18,161
7359,3061,676,5.840000153,5.840000153,0,0.330000013,0.180000007,5.329999924,0,4,4,192
5417,2884,711,4.300000191,4.300000191,0,0.899999976,0.49000001,2.910000086,0,11,10,139
6175,2982,767,4.900000095,4.900000095,0,0.25,0.360000014,4.269999981,0,3,7,172
2946,2660,780,2.339999914,2.339999914,0,0,0,2.339999914,0,0,0,121
11419,3369,669,9.06000042,9.06000042,0,6.03000021,0.560000002,2.470000029,0,71,10,127
6064,3491,802,4.809999943,4.809999943,2.092147112,0.629999995,0.170000002,4.010000229,0,63,4,142
8712,3784,822,6.909999847,6.909999847,2.253081083,1.340000033,1.059999943,4.5,0,71,20,195
7875,3110,680,6.239999771,6.239999771,0,1.559999943,0.49000001,4.199999809,0,19,10,167
8567,3783,764,6.789999962,6.789999962,2.253081083,0.889999986,0.159999996,5.739999771,0,66,3,214
7045,3644,831,5.590000153,5.590000153,2.092147112,1.549999952,0.25,3.779999971,0,74,5,166
4468,2799,851,3.539999962,3.539999962,0,0,0,3.539999962,0,0,0,158
2943,2685,621,2.329999924,2.329999924,0,0,0,2.329999924,0,0,0,139
8382,3721,772,6.650000095,6.650000095,2.092147112,1.269999981,0.660000026,4.71999979,0,71,13,171
6582,3586,840,5.21999979,5.21999979,2.253081083,0.660000026,0.639999986,3.920000076,0,63,13,152
9143,3788,763,7.25,7.25,2.092147112,1.389999986,0.589999974,5.269999981,0,72,10,184
4561,1976,433,3.619999886,3.619999886,0,0.649999976,0.270000011,2.690000057,0,8,6,102
5014,2650,1237,3.910000086,3.910000086,0,0,0.330000013,3.579999924,0,0,7,196
5571,2654,1252,4.349999905,4.349999905,0,0.150000006,0.970000029,3.230000019,0,2,23,163
3135,2443,1306,2.450000048,2.450000048,0,0,0,2.430000067,0,0,0,134
3430,2505,1375,2.680000067,2.680000067,0,0,0,0.899999976,0,0,0,65
5319,2693,1440,4.150000095,4.150000095,0,0,0,0,0,0,0,0
3008,2439,1440,2.349999905,2.349999905,0,0,0,0,0,0,0,0
3864,2536,1309,3.00999999,3.00999999,0,0.310000002,1.059999943,1.350000024,0,4,22,105
5697,2668,1257,4.440000057,4.440000057,0,0.529999971,0.479999989,3.440000057,0,7,10,166
5273,2647,1246,4.110000134,4.110000134,0,0,1.039999962,3.069999933,0,0,27,167
8538,2883,1229,6.659999847,6.659999847,0,2.630000114,1.019999981,3.00999999,0,35,18,158
8687,2944,1170,6.78000021,6.78000021,0,0.289999992,2.410000086,4.079999924,0,4,54,212
9423,3012,1151,7.349999905,7.349999905,0,0.529999971,2.029999971,4.75,0,7,44,238
8286,2889,1188,6.460000038,6.460000038,0,0.150000006,2.049999952,4.269999981,0,2,44,206
4503,2547,1294,3.50999999,3.50999999,0,1.470000029,0.239999995,1.809999943,0,18,6,122
10499,3093,1134,8.18999958,8.18999958,0,0.07,4.21999979,3.890000105,0,1,91,214
12474,3142,1229,9.729999542,9.729999542,0,6.599999905,0.270000011,2.869999886,0,77,5,129
6174,2757,1209,4.820000172,4.820000172,0,0,1.200000048,3.609999895,0,0,28,203
15168,3513,1069,11.82999992,11.82999992,0,3.900000095,3,4.920000076,0,46,67,258
10085,3164,1093,7.869999886,7.869999886,0,0.150000006,1.279999971,6.429999828,0,2,28,317
4512,2596,1311,3.519999981,3.519999981,0,0.779999971,0.119999997,2.039999962,0,10,2,117
8469,2894,1440,6.610000134,6.610000134,0,0,0,0,0,0,0,0
12015,3212,1440,9.369999886,9.369999886,0,0,0,0,0,0,0,0
3588,2516,1440,2.799999952,2.799999952,0,0,0,0,0,0,0,0
12427,3266,1370,9.68999958,9.68999958,0,0,0,1.179999948,0,0,0,70
5843,2683,1250,4.559999943,4.559999943,0,0.140000001,1.190000057,3.230000019,0,2,22,166
6117,2810,1190,4.769999981,4.769999981,0,0,0,4.769999981,0,0,0,250
9217,2940,1183,7.190000057,7.190000057,0,0.219999999,3.309999943,3.660000086,0,3,72,182
9877,2947,1260,7.699999809,7.699999809,0,5.760000229,0.170000002,1.730000019,0,66,4,110
8240,2846,1226,6.429999828,6.429999828,0,0.689999998,2.00999999,3.720000029,0,9,43,162
8701,2804,1106,6.789999962,6.789999962,0,0.370000005,3.24000001,3.170000076,0,5,71,177
0,0,1440,0,0,0,0,0,0,0,0,0,0
2564,2044,831,1.639999986,1.639999986,0,0,0,1.639999986,0,0,0,116
1320,1934,806,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,82
1219,1963,853,0.779999971,0.779999971,0,0,0,0.779999971,0,0,0,84
2483,2009,937,1.590000033,1.590000033,0,0,0,1.590000033,0,0,0,126
244,1721,1428,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,12
0,1688,1440,0,0,0,0,0,0,0,0,0,0
0,1688,1440,0,0,0,0,0,0,0,0,0,0
0,1688,1440,0,0,0,0,0,0,0,0,0,0
3147,2188,744,2.00999999,2.00999999,0,0,0.280000001,1.74000001,0,0,10,139
144,1720,1431,0.090000004,0.090000004,0,0,0,0.090000004,0,0,0,9
4068,2419,817,2.599999905,2.599999905,0,0.050000001,0.280000001,2.269999981,0,1,20,195
5245,2748,795,3.359999895,3.359999895,0,0.159999996,0.439999998,2.75,0,8,45,232
400,1799,1410,0.25999999,0.25999999,0,0.039999999,0.050000001,0.159999996,0,3,8,19
0,1688,1440,0,0,0,0,0,0,0,0,0,0
1321,1928,1360,0.850000024,0.850000024,0,0,0,0.850000024,0,0,0,80
1758,2067,900,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,112
6157,2780,714,3.940000057,3.940000057,0,0,0,3.940000057,0,0,0,310
8360,3101,634,5.349999905,5.349999905,0,0.140000001,0.280000001,4.929999828,0,6,14,380
7174,2896,749,4.590000153,4.590000153,0,0.330000013,0.360000014,3.910000086,0,10,20,301
1619,1962,834,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,79
1831,2015,916,1.169999957,1.169999957,0,0,0,1.169999957,0,0,0,101
2421,2297,739,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,156
2283,2067,848,1.460000038,1.460000038,0,0,0,1.460000038,0,0,0,129
0,1688,1440,0,0,0,0,0,0,0,0,0,0
0,1688,1440,0,0,0,0,0,0,0,0,0,0
0,1688,1440,0,0,0,0,0,0,0,0,0,0
0,1688,1440,0,0,0,0,0,0,0,0,0,0
0,1688,1440,0,0,0,0,0,0,0,0,0,0
0,57,48,0,0,0,0,0,0,0,0,0,0
23186,3921,1036,20.39999962,20.39999962,0,12.22000027,0.340000004,7.820000172,0,85,7,312
15337,3566,1098,9.579999924,9.579999924,0,3.549999952,0.379999995,5.639999866,0,108,18,216
21129,3793,1061,18.97999954,18.97999954,0,10.55000019,0.589999974,7.75,0.02,68,13,298
13422,3934,1052,7.170000076,7.170000076,0,0.050000001,0.050000001,7.010000229,0.01,106,1,281
29326,4547,888,25.29000092,25.29000092,0,13.23999977,1.210000038,10.71000004,0,94,29,429
15118,3545,1060,8.869999886,8.869999886,0,0,0.07,8.789999962,0,58,15,307
11423,2761,1215,8.670000076,8.670000076,0,2.440000057,0.270000011,5.940000057,0,29,5,191
18785,3676,1131,17.39999962,17.39999962,0,12.14999962,0.180000007,5.03000021,0,82,13,214
19948,3679,1123,18.11000061,18.11000061,0,11.02000046,0.689999998,6.340000153,0,73,19,225
19377,3659,1119,17.62000084,17.62000084,0,12.28999996,0.419999987,4.889999866,0,82,13,226
18258,3427,1141,16.30999947,16.30999947,0,10.22999954,0.029999999,5.96999979,0.050000001,61,2,236
11200,3891,1032,7.429999828,7.429999828,0,0,0,7.400000095,0.01,102,6,300
16674,3455,1148,15.73999977,15.73999977,0,11.01000023,0.01,4.690000057,0,64,1,227
12986,3802,1101,8.739999771,8.739999771,0,2.369999886,0.07,6.269999981,0.01,113,8,218
11101,2860,1157,8.430000305,8.430000305,0,1.75999999,0.129999995,6.5,0,22,3,258
23629,3808,1104,20.64999962,20.64999962,0,13.06999969,0.439999998,7.099999905,0,93,8,235
14890,3060,1143,11.30000019,11.30000019,0,4.929999828,0.379999995,5.96999979,0,58,8,231
9733,2698,1207,7.389999866,7.389999866,0,1.379999995,0.170000002,5.789999962,0,18,5,210
27745,4398,1089,26.71999931,26.71999931,0,21.65999985,0.079999998,4.929999828,0,124,4,223
10930,2786,1226,8.319999695,8.319999695,0,3.130000114,0.569999993,4.570000172,0,36,12,166
4790,2189,1335,3.640000105,3.640000105,0,0,0,3.559999943,0,0,0,105
10818,2817,1189,8.210000038,8.210000038,0,1.389999986,0.100000001,6.670000076,0.01,19,3,229
18193,3477,1154,16.29999924,16.29999924,0,10.42000008,0.310000002,5.53000021,0,66,8,212
14055,3052,1170,10.67000008,10.67000008,0,5.460000038,0.819999993,4.369999886,0,67,15,188
21727,4015,1095,19.34000015,19.34000015,0,12.78999996,0.289999992,6.159999847,0,96,17,232
12332,4142,1036,8.130000114,8.130000114,0,0.079999998,0.959999979,6.989999771,0,105,28,271
10686,2847,1174,8.109999657,8.109999657,0,1.080000043,0.200000003,6.800000191,0,17,4,245
20226,3710,1131,18.25,18.25,0,11.10000038,0.800000012,6.239999771,0.050000001,73,19,217
10733,2832,1187,8.149999619,8.149999619,0,1.350000024,0.460000008,6.28000021,0,18,11,224
21420,3832,1127,19.55999947,19.55999947,0,13.22000027,0.409999996,5.889999866,0,88,12,213
8064,1849,770,6.119999886,6.119999886,0,1.820000052,0.039999999,4.25,0,23,1,137
